date,Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate,State,Cluster
2018-05-01,2018,May,67.1,64.7,3814481,3680651,133830,3.5,Massachusetts,0
2018-06-01,2018,Jun,67.1,64.8,3819644,3687249,132395,3.5,Massachusetts,0
2018-07-01,2018,Jul,67.1,64.8,3821286,3690611,130675,3.4,Massachusetts,0
2018-08-01,2018,Aug,67.1,64.8,3821460,3692376,129084,3.4,Massachusetts,0
2018-09-01,2018,Sep,67,64.8,3821923,3693988,127935,3.3,Massachusetts,0
2018-10-01,2018,Oct,67,64.8,3823448,3696338,127110,3.3,Massachusetts,0
2018-11-01,2018,Nov,67,64.8,3825854,3699500,126354,3.3,Massachusetts,0
2018-12-01,2018,Dec,67,64.8,3828505,3703075,125430,3.3,Massachusetts,0
2019-01-01,2019,Jan,67.1,64.9,3830830,3706662,124168,3.2,Massachusetts,0
2019-02-01,2019,Feb,67.1,64.9,3832624,3710262,122362,3.2,Massachusetts,0
2019-03-01,2019,Mar,67.1,65,3834287,3713916,120371,3.1,Massachusetts,0
2019-04-01,2019,Apr,67.1,65,3836026,3717504,118522,3.1,Massachusetts,0
2019-05-01,2019,May,67.1,65,3837165,3720073,117092,3.1,Massachusetts,0
2019-06-01,2019,Jun,67,65,3837314,3721038,116276,3,Massachusetts,0
2019-07-01,2019,Jul,67,65,3836232,3720222,116010,3,Massachusetts,0
2019-08-01,2019,Aug,66.9,64.9,3833830,3717967,115863,3,Massachusetts,0
2019-09-01,2019,Sep,66.8,64.8,3831205,3715973,115232,3,Massachusetts,0
2019-10-01,2019,Oct,66.8,64.8,3829100,3714517,114583,3,Massachusetts,0
2019-11-01,2019,Nov,66.7,64.7,3826687,3712543,114144,3,Massachusetts,0
2019-12-01,2019,Dec,66.6,64.6,3820439,3706765,113674,3,Massachusetts,0
2020-01-01,2020,Jan,66.3,64.3,3807244,3694453,112791,3,Massachusetts,0
2020-02-01,2020,Feb,65.9,64,3786577,3675271,111306,2.9,Massachusetts,0
2020-03-01,2020,Mar,65.5,63.6,3761042,3652180,108862,2.9,Massachusetts,0
2020-04-01,2020,Apr,60.5,50.1,3475101,2880659,594442,17.1,Massachusetts,0
2020-05-01,2020,May,64.7,54.7,3717504,3140757,576747,15.5,Massachusetts,0
2020-06-01,2020,Jun,65.6,56.1,3766243,3222471,543772,14.4,Massachusetts,0
2020-07-01,2020,Jul,65.8,57.4,3778049,3297726,480323,12.7,Massachusetts,0
2020-08-01,2020,Aug,65.4,58.4,3753920,3355291,398629,10.6,Massachusetts,0
2020-09-01,2020,Sep,65.8,59.3,3774648,3402292,372356,9.9,Massachusetts,0
2020-10-01,2020,Oct,65.4,59.8,3755312,3431706,323606,8.6,Massachusetts,0
2020-11-01,2020,Nov,65.4,60.1,3753791,3450317,303474,8.1,Massachusetts,0
2020-12-01,2020,Dec,65.4,60.3,3751090,3461660,289430,7.7,Massachusetts,0
2021-01-01,2021,Jan,65.2,60.5,3735564,3471394,264170,7.1,Massachusetts,0
2021-02-01,2021,Feb,65.1,60.8,3733549,3482778,250771,6.7,Massachusetts,0
2021-03-01,2021,Mar,65.2,61,3735369,3496710,238659,6.4,Massachusetts,0
2021-04-01,2021,Apr,65.4,61.3,3747684,3511472,236212,6.3,Massachusetts,0
2021-05-01,2021,May,65.4,61.6,3747620,3524818,222802,5.9,Massachusetts,0
2021-06-01,2021,Jun,65.7,61.7,3760383,3535247,225136,6,Massachusetts,0
2021-07-01,2021,Jul,65.6,61.9,3757242,3544583,212659,5.7,Massachusetts,0
2021-08-01,2021,Aug,65.7,62.1,3758938,3553248,205690,5.5,Massachusetts,0
2021-09-01,2021,Sep,65.6,62.2,3755821,3562569,193252,5.1,Massachusetts,0
2021-10-01,2021,Oct,65.7,62.4,3759342,3571398,187944,5,Massachusetts,0
2021-11-01,2021,Nov,65.6,62.4,3754708,3575515,179193,4.8,Massachusetts,0
2021-12-01,2021,Dec,65.5,62.5,3751493,3577297,174196,4.6,Massachusetts,0
2022-01-01,2022,Jan,65.8,62.7,3767170,3586737,180433,4.8,Massachusetts,0
2012-01-01,2012,Jan,70.7,66.6,2947490,2776132,171358,5.8,Minnesota,0
2012-02-01,2012,Feb,70.6,66.5,2944994,2775710,169284,5.7,Minnesota,0
2012-03-01,2012,Mar,70.5,66.5,2943537,2775538,167999,5.7,Minnesota,0
2012-04-01,2012,Apr,70.5,66.4,2942677,2775106,167571,5.7,Minnesota,0
2012-05-01,2012,May,70.4,66.4,2942728,2775088,167640,5.7,Minnesota,0
2012-06-01,2012,Jun,70.4,66.4,2944302,2776517,167785,5.7,Minnesota,0
2012-07-01,2012,Jul,70.4,66.4,2947024,2779521,167503,5.7,Minnesota,0
2012-08-01,2012,Aug,70.4,66.5,2950631,2783832,166799,5.7,Minnesota,0
2012-09-01,2012,Sep,70.5,66.5,2955118,2789269,165849,5.6,Minnesota,0
2012-10-01,2012,Oct,70.5,66.6,2959485,2795149,164336,5.6,Minnesota,0
2012-11-01,2012,Nov,70.6,66.7,2962759,2800283,162476,5.5,Minnesota,0
2012-12-01,2012,Dec,70.6,66.7,2964526,2803934,160592,5.4,Minnesota,0
2013-01-01,2013,Jan,70.5,66.8,2964871,2806119,158752,5.4,Minnesota,0
2013-02-01,2013,Feb,70.5,66.7,2964112,2807168,156944,5.3,Minnesota,0
2013-03-01,2013,Mar,70.4,66.7,2962646,2807616,155030,5.2,Minnesota,0
2013-04-01,2013,Apr,70.3,66.7,2961290,2808242,153048,5.2,Minnesota,0
2013-05-01,2013,May,70.3,66.7,2960131,2808881,151250,5.1,Minnesota,0
2013-06-01,2013,Jun,70.2,66.6,2959310,2809549,149761,5.1,Minnesota,0
2013-07-01,2013,Jul,70.1,66.6,2959245,2810761,148484,5,Minnesota,0
2013-08-01,2013,Aug,70.1,66.6,2959719,2812839,146880,5,Minnesota,0
2013-09-01,2013,Sep,70,66.6,2960319,2815492,144827,4.9,Minnesota,0
2013-10-01,2013,Oct,70,66.6,2961292,2818328,142964,4.8,Minnesota,0
2013-11-01,2013,Nov,70,66.7,2962764,2821182,141582,4.8,Minnesota,0
2013-12-01,2013,Dec,70,66.7,2964246,2823768,140478,4.7,Minnesota,0
2014-01-01,2014,Jan,70,66.7,2965437,2826045,139392,4.7,Minnesota,0
2014-02-01,2014,Feb,70,66.7,2966801,2828846,137955,4.6,Minnesota,0
2014-03-01,2014,Mar,70,66.8,2969112,2833095,136017,4.6,Minnesota,0
2014-04-01,2014,Apr,70,66.9,2971996,2838498,133498,4.5,Minnesota,0
2014-05-01,2014,May,70,67,2975113,2844737,130376,4.4,Minnesota,0
2014-06-01,2014,Jun,70.1,67.1,2978678,2851608,127070,4.3,Minnesota,0
2014-07-01,2014,Jul,70.1,67.2,2982337,2858156,124181,4.2,Minnesota,0
2014-08-01,2014,Aug,70.1,67.3,2985812,2863719,122093,4.1,Minnesota,0
2014-09-01,2014,Sep,70.2,67.3,2988734,2868043,120691,4,Minnesota,0
2014-10-01,2014,Oct,70.2,67.4,2990545,2871022,119523,4,Minnesota,0
2014-11-01,2014,Nov,70.1,67.4,2991030,2872957,118073,3.9,Minnesota,0
2014-12-01,2014,Dec,70.1,67.4,2991295,2874858,116437,3.9,Minnesota,0
2015-01-01,2015,Jan,70.1,67.4,2992386,2877365,115021,3.8,Minnesota,0
2015-02-01,2015,Feb,70.1,67.4,2994638,2880470,114168,3.8,Minnesota,0
2015-03-01,2015,Mar,70.2,67.5,2998186,2884337,113849,3.8,Minnesota,0
2015-04-01,2015,Apr,70.2,67.6,3002331,2888543,113788,3.8,Minnesota,0
2015-05-01,2015,May,70.3,67.6,3005863,2892071,113792,3.8,Minnesota,0
2015-06-01,2015,Jun,70.3,67.6,3007688,2894004,113684,3.8,Minnesota,0
2015-07-01,2015,Jul,70.2,67.6,3008042,2894625,113417,3.8,Minnesota,0
2015-08-01,2015,Aug,70.2,67.5,3007887,2894759,113128,3.8,Minnesota,0
2015-09-01,2015,Sep,70.1,67.5,3008335,2895504,112831,3.8,Minnesota,0
2015-10-01,2015,Oct,70.1,67.5,3010487,2897657,112830,3.7,Minnesota,0
2015-11-01,2015,Nov,70.2,67.5,3014550,2901181,113369,3.8,Minnesota,0
2015-12-01,2015,Dec,70.2,67.6,3019343,2905253,114090,3.8,Minnesota,0
2016-01-01,2016,Jan,70.3,67.6,3022956,2908419,114537,3.8,Minnesota,0
2016-02-01,2016,Feb,70.3,67.6,3024171,2909497,114674,3.8,Minnesota,0
2016-03-01,2016,Mar,70.2,67.5,3023055,2908446,114609,3.8,Minnesota,0
2016-04-01,2016,Apr,70.1,67.4,3021085,2906473,114612,3.8,Minnesota,0
2016-05-01,2016,May,70,67.4,3019912,2904922,114990,3.8,Minnesota,0
2016-06-01,2016,Jun,70,67.3,3019989,2904199,115790,3.8,Minnesota,0
2016-07-01,2016,Jul,69.9,67.2,3021008,2904097,116911,3.9,Minnesota,0
2016-08-01,2016,Aug,69.9,67.2,3022594,2904394,118200,3.9,Minnesota,0
2016-09-01,2016,Sep,69.9,67.1,3024432,2904939,119493,4,Minnesota,0
2016-10-01,2016,Oct,69.9,67.1,3026209,2906061,120148,4,Minnesota,0
2016-11-01,2016,Nov,69.9,67.1,3028316,2908696,119620,4,Minnesota,0
2016-12-01,2016,Dec,69.9,67.2,3031048,2913051,117997,3.9,Minnesota,0
2017-01-01,2017,Jan,70,67.3,3052870,2935369,117501,3.8,Minnesota,0
2017-02-01,2017,Feb,70.1,67.5,3058235,2943856,114379,3.7,Minnesota,0
2017-03-01,2017,Mar,70.1,67.6,3063521,2952217,111304,3.6,Minnesota,0
2017-04-01,2017,Apr,70.2,67.7,3068233,2959327,108906,3.5,Minnesota,0
2017-05-01,2017,May,70.2,67.8,3072030,2964839,107191,3.5,Minnesota,0
2017-06-01,2017,Jun,70.2,67.8,3074738,2968624,106114,3.5,Minnesota,0
2017-07-01,2017,Jul,70.2,67.8,3076593,2970957,105636,3.4,Minnesota,0
2017-08-01,2017,Aug,70.2,67.8,3077320,2972123,105197,3.4,Minnesota,0
2017-09-01,2017,Sep,70.1,67.7,3077085,2972553,104532,3.4,Minnesota,0
2017-10-01,2017,Oct,70,67.7,3076436,2972950,103486,3.4,Minnesota,0
2017-11-01,2017,Nov,70,67.6,3075555,2973295,102260,3.3,Minnesota,0
2017-12-01,2017,Dec,69.9,67.6,3075176,2974306,100870,3.3,Minnesota,0
2018-01-01,2018,Jan,69.9,67.6,3076015,2976627,99388,3.2,Minnesota,0
2018-02-01,2018,Feb,69.9,67.7,3078239,2980428,97811,3.2,Minnesota,0
2018-03-01,2018,Mar,69.9,67.7,3081147,2985096,96051,3.1,Minnesota,0
2018-04-01,2018,Apr,69.9,67.8,3083193,2989013,94180,3.1,Minnesota,0
2018-05-01,2018,May,69.9,67.8,3083692,2990930,92762,3,Minnesota,0
2018-06-01,2018,Jun,69.8,67.7,3083120,2991009,92111,3,Minnesota,0
2018-07-01,2018,Jul,69.7,67.7,3082249,2990007,92242,3,Minnesota,0
2018-08-01,2018,Aug,69.7,67.6,3082818,2989156,93662,3,Minnesota,0
2018-09-01,2018,Sep,69.7,67.5,3085660,2989117,96543,3.1,Minnesota,0
2018-10-01,2018,Oct,69.8,67.5,3090390,2990127,100263,3.2,Minnesota,0
2018-11-01,2018,Nov,69.8,67.5,3096051,2992215,103836,3.4,Minnesota,0
2018-12-01,2018,Dec,69.9,67.5,3101375,2995140,106235,3.4,Minnesota,0
2019-01-01,2019,Jan,70,67.6,3105550,2998536,107014,3.4,Minnesota,0
2019-02-01,2019,Feb,70,67.6,3108585,3002430,106155,3.4,Minnesota,0
2019-03-01,2019,Mar,70,67.7,3111323,3006840,104483,3.4,Minnesota,0
2019-04-01,2019,Apr,70.1,67.8,3114952,3012067,102885,3.3,Minnesota,0
2019-05-01,2019,May,70.1,67.8,3119897,3017819,102078,3.3,Minnesota,0
2019-06-01,2019,Jun,70.2,67.9,3125700,3023018,102682,3.3,Minnesota,0
2019-07-01,2019,Jul,70.3,67.9,3131553,3026657,104896,3.3,Minnesota,0
2019-08-01,2019,Aug,70.4,67.9,3136938,3028991,107947,3.4,Minnesota,0
2019-09-01,2019,Sep,70.4,68,3142213,3031864,110349,3.5,Minnesota,0
2019-10-01,2019,Oct,70.5,68,3148281,3036097,112184,3.6,Minnesota,0
2019-11-01,2019,Nov,70.6,68.1,3155363,3041440,113923,3.6,Minnesota,0
2019-12-01,2019,Dec,70.7,68.1,3161553,3045532,116021,3.7,Minnesota,0
2020-01-01,2020,Jan,70.8,68.1,3164931,3046002,118929,3.8,Minnesota,0
2020-02-01,2020,Feb,70.8,68,3164775,3041816,122959,3.9,Minnesota,0
2020-03-01,2020,Mar,70.7,67.8,3161670,3034563,127107,4,Minnesota,0
2020-04-01,2020,Apr,67.8,61.7,3033422,2761005,272417,9,Minnesota,0
2020-05-01,2020,May,69.1,61.6,3094261,2758762,335499,10.8,Minnesota,0
2020-06-01,2020,Jun,71.3,65.1,3192385,2915390,276995,8.7,Minnesota,0
2020-07-01,2020,Jul,70.8,65.2,3170933,2921354,249579,7.9,Minnesota,0
2020-08-01,2020,Aug,70.1,65.3,3143270,2926870,216400,6.9,Minnesota,0
2020-09-01,2020,Sep,69.7,65.4,3124017,2929523,194494,6.2,Minnesota,0
2020-10-01,2020,Oct,69,65.2,3094425,2925515,168910,5.5,Minnesota,0
2020-11-01,2020,Nov,68.5,65,3070597,2917073,153524,5,Minnesota,0
2020-12-01,2020,Dec,67.9,64.8,3047413,2906607,140806,4.6,Minnesota,0
2021-01-01,2021,Jan,67.4,64.6,3025190,2898627,126563,4.2,Minnesota,0
2021-02-01,2021,Feb,67.1,64.5,3012179,2894987,117192,3.9,Minnesota,0
2021-03-01,2021,Mar,67,64.6,3007868,2897179,110689,3.7,Minnesota,0
2021-04-01,2021,Apr,67.1,64.7,3009626,2903107,106519,3.5,Minnesota,0
2021-05-01,2021,May,67.1,64.8,3012884,2910210,102674,3.4,Minnesota,0
2021-06-01,2021,Jun,67.2,64.9,3017178,2915674,101504,3.4,Minnesota,0
2021-07-01,2021,Jul,67.2,65,3019776,2919586,100190,3.3,Minnesota,0
2021-08-01,2021,Aug,67.3,65.1,3023110,2924210,98900,3.3,Minnesota,0
2021-09-01,2021,Sep,67.3,65.1,3025818,2929240,96578,3.2,Minnesota,0
2021-10-01,2021,Oct,67.3,65.2,3030169,2935496,94673,3.1,Minnesota,0
2021-11-01,2021,Nov,67.3,65.2,3029884,2937292,92592,3.1,Minnesota,0
2021-12-01,2021,Dec,67.3,65.2,3028904,2937398,91506,3,Minnesota,0
2022-01-01,2022,Jan,67.6,65.7,3045921,2957109,88812,2.9,Minnesota,0
2012-01-01,2012,Jan,64.7,59.7,3013958,2784819,229139,7.6,Missouri,0
2012-02-01,2012,Feb,64.5,59.7,3008235,2784077,224158,7.5,Missouri,0
2012-03-01,2012,Mar,64.4,59.7,3004112,2783008,221104,7.4,Missouri,0
2012-04-01,2012,Apr,64.3,59.6,3001221,2782139,219082,7.3,Missouri,0
2012-05-01,2012,May,64.3,59.6,2999746,2782417,217329,7.2,Missouri,0
2012-06-01,2012,Jun,64.2,59.6,2999577,2784194,215383,7.2,Missouri,0
2012-07-01,2012,Jul,64.2,59.7,3000439,2787304,213135,7.1,Missouri,0
2012-08-01,2012,Aug,64.2,59.7,3002370,2791175,211195,7,Missouri,0
2012-09-01,2012,Sep,64.3,59.8,3005264,2795016,210248,7,Missouri,0
2012-10-01,2012,Oct,64.3,59.8,3007710,2797738,209972,7,Missouri,0
2012-11-01,2012,Nov,64.3,59.8,3008994,2799168,209826,7,Missouri,0
2012-12-01,2012,Dec,64.3,59.8,3009177,2799741,209436,7,Missouri,0
2013-01-01,2013,Jan,64.3,59.8,3008594,2799781,208813,6.9,Missouri,0
2013-02-01,2013,Feb,64.2,59.8,3008137,2800121,208016,6.9,Missouri,0
2013-03-01,2013,Mar,64.2,59.8,3008816,2801682,207134,6.9,Missouri,0
2013-04-01,2013,Apr,64.3,59.9,3011278,2804770,206508,6.9,Missouri,0
2013-05-01,2013,May,64.3,59.9,3014209,2808028,206181,6.8,Missouri,0
2013-06-01,2013,Jun,64.3,59.9,3015995,2810122,205873,6.8,Missouri,0
2013-07-01,2013,Jul,64.3,59.9,3015876,2810658,205218,6.8,Missouri,0
2013-08-01,2013,Aug,64.2,59.9,3013797,2810184,203613,6.8,Missouri,0
2013-09-01,2013,Sep,64.1,59.8,3011160,2809780,201380,6.7,Missouri,0
2013-10-01,2013,Oct,64.1,59.8,3010507,2810589,199918,6.6,Missouri,0
2013-11-01,2013,Nov,64.1,59.9,3012981,2813239,199742,6.6,Missouri,0
2013-12-01,2013,Dec,64.2,59.9,3017799,2817410,200389,6.6,Missouri,0
2014-01-01,2014,Jan,64.3,60,3023454,2822595,200859,6.6,Missouri,0
2014-02-01,2014,Feb,64.4,60.1,3028252,2827952,200300,6.6,Missouri,0
2014-03-01,2014,Mar,64.4,60.2,3030991,2832619,198372,6.5,Missouri,0
2014-04-01,2014,Apr,64.4,60.2,3031462,2836109,195353,6.4,Missouri,0
2014-05-01,2014,May,64.4,60.3,3030820,2839226,191594,6.3,Missouri,0
2014-06-01,2014,Jun,64.3,60.3,3030914,2843247,187667,6.2,Missouri,0
2014-07-01,2014,Jul,64.3,60.4,3032475,2848329,184146,6.1,Missouri,0
2014-08-01,2014,Aug,64.4,60.5,3035691,2854353,181338,6,Missouri,0
2014-09-01,2014,Sep,64.4,60.6,3039992,2860932,179060,5.9,Missouri,0
2014-10-01,2014,Oct,64.5,60.7,3044054,2867348,176706,5.8,Missouri,0
2014-11-01,2014,Nov,64.5,60.8,3047123,2872738,174385,5.7,Missouri,0
2014-12-01,2014,Dec,64.6,60.9,3049812,2877073,172739,5.7,Missouri,0
2015-01-01,2015,Jan,64.6,61,3052395,2880669,171726,5.6,Missouri,0
2015-02-01,2015,Feb,64.6,61,3054756,2883759,170997,5.6,Missouri,0
2015-03-01,2015,Mar,64.6,61.1,3056791,2887036,169755,5.6,Missouri,0
2015-04-01,2015,Apr,64.7,61.1,3058205,2890940,167265,5.5,Missouri,0
2015-05-01,2015,May,64.6,61.2,3058587,2895171,163416,5.3,Missouri,0
2015-06-01,2015,Jun,64.6,61.2,3057937,2899170,158767,5.2,Missouri,0
2015-07-01,2015,Jul,64.5,61.3,3056934,2902982,153952,5,Missouri,0
2015-08-01,2015,Aug,64.5,61.4,3056343,2906823,149520,4.9,Missouri,0
2015-09-01,2015,Sep,64.5,61.4,3056675,2911038,145637,4.8,Missouri,0
2015-10-01,2015,Oct,64.5,61.5,3058618,2916130,142488,4.7,Missouri,0
2015-11-01,2015,Nov,64.6,61.6,3062018,2921813,140205,4.6,Missouri,0
2015-12-01,2015,Dec,64.6,61.7,3065552,2927136,138416,4.5,Missouri,0
2016-01-01,2016,Jan,64.7,61.8,3068547,2931518,137029,4.5,Missouri,0
2016-02-01,2016,Feb,64.7,61.8,3070971,2934662,136309,4.4,Missouri,0
2016-03-01,2016,Mar,64.7,61.8,3072852,2936300,136552,4.4,Missouri,0
2016-04-01,2016,Apr,64.7,61.8,3074491,2936456,138035,4.5,Missouri,0
2016-05-01,2016,May,64.7,61.8,3076191,2935649,140542,4.6,Missouri,0
2016-06-01,2016,Jun,64.7,61.7,3077577,2934414,143163,4.7,Missouri,0
2016-07-01,2016,Jul,64.7,61.7,3078141,2933221,144920,4.7,Missouri,0
2016-08-01,2016,Aug,64.7,61.6,3077411,2932194,145217,4.7,Missouri,0
2016-09-01,2016,Sep,64.6,61.6,3075144,2931162,143982,4.7,Missouri,0
2016-10-01,2016,Oct,64.5,61.5,3071352,2930190,141162,4.6,Missouri,0
2016-11-01,2016,Nov,64.4,61.5,3066907,2929960,136947,4.5,Missouri,0
2016-12-01,2016,Dec,64.3,61.5,3063183,2930971,132212,4.3,Missouri,0
2017-01-01,2017,Jan,64.1,61.5,3057505,2929500,128005,4.2,Missouri,0
2017-02-01,2017,Feb,64.1,61.5,3056298,2932205,124093,4.1,Missouri,0
2017-03-01,2017,Mar,64.1,61.5,3055779,2935285,120494,3.9,Missouri,0
2017-04-01,2017,Apr,64.1,61.6,3055812,2938558,117254,3.8,Missouri,0
2017-05-01,2017,May,64,61.6,3056058,2941772,114286,3.7,Missouri,0
2017-06-01,2017,Jun,64,61.7,3056124,2944244,111880,3.7,Missouri,0
2017-07-01,2017,Jul,64,61.7,3055731,2945386,110345,3.6,Missouri,0
2017-08-01,2017,Aug,63.9,61.6,3054426,2944891,109535,3.6,Missouri,0
2017-09-01,2017,Sep,63.9,61.6,3052116,2942970,109146,3.6,Missouri,0
2017-10-01,2017,Oct,63.8,61.5,3049100,2940292,108808,3.6,Missouri,0
2017-11-01,2017,Nov,63.7,61.4,3046091,2937776,108315,3.6,Missouri,0
2017-12-01,2017,Dec,63.6,61.4,3044088,2936798,107290,3.5,Missouri,0
2018-01-01,2018,Jan,63.6,61.4,3043895,2938178,105717,3.5,Missouri,0
2018-02-01,2018,Feb,63.7,61.5,3045732,2942039,103693,3.4,Missouri,0
2018-03-01,2018,Mar,63.7,61.6,3048267,2947208,101059,3.3,Missouri,0
2018-04-01,2018,Apr,63.7,61.7,3049572,2951639,97933,3.2,Missouri,0
2018-05-01,2018,May,63.7,61.7,3048818,2953852,94966,3.1,Missouri,0
2018-06-01,2018,Jun,63.6,61.7,3046437,2953871,92566,3,Missouri,0
2018-07-01,2018,Jul,63.5,61.6,3043321,2952342,90979,3,Missouri,0
2018-08-01,2018,Aug,63.4,61.6,3041022,2950482,90540,3,Missouri,0
2018-09-01,2018,Sep,63.4,61.5,3040688,2949408,91280,3,Missouri,0
2018-10-01,2018,Oct,63.4,61.5,3042835,2949912,92923,3.1,Missouri,0
2018-11-01,2018,Nov,63.5,61.5,3046860,2951947,94913,3.1,Missouri,0
2018-12-01,2018,Dec,63.6,61.5,3051599,2955001,96598,3.2,Missouri,0
2019-01-01,2019,Jan,63.6,61.6,3055756,2958450,97306,3.2,Missouri,0
2019-02-01,2019,Feb,63.7,61.7,3058461,2961950,96511,3.2,Missouri,0
2019-03-01,2019,Mar,63.7,61.7,3059749,2965324,94425,3.1,Missouri,0
2019-04-01,2019,Apr,63.7,61.8,3060564,2968878,91686,3,Missouri,0
2019-05-01,2019,May,63.7,61.8,3061774,2972411,89363,2.9,Missouri,0
2019-06-01,2019,Jun,63.7,61.9,3064416,2975778,88638,2.9,Missouri,0
2019-07-01,2019,Jul,63.8,61.9,3068974,2978918,90056,2.9,Missouri,0
2019-08-01,2019,Aug,63.9,61.9,3075116,2981856,93260,3,Missouri,0
2019-09-01,2019,Sep,64,62,3082034,2985197,96837,3.1,Missouri,0
2019-10-01,2019,Oct,64.1,62,3088206,2988543,99663,3.2,Missouri,0
2019-11-01,2019,Nov,64.1,62,3092198,2991310,100888,3.3,Missouri,0
2019-12-01,2019,Dec,64.1,62,3092577,2991922,100655,3.3,Missouri,0
2020-01-01,2020,Jan,64,62,3090121,2989677,100444,3.3,Missouri,0
2020-02-01,2020,Feb,64,61.8,3087412,2985019,102393,3.3,Missouri,0
2020-03-01,2020,Mar,64,61.7,3087510,2980223,107287,3.5,Missouri,0
2020-04-01,2020,Apr,60.7,53.9,2929672,2602292,327380,11.2,Missouri,0
2020-05-01,2020,May,59.5,54,2873545,2609270,264275,9.2,Missouri,0
2020-06-01,2020,Jun,61.5,56.8,2972111,2742090,230021,7.7,Missouri,0
2020-07-01,2020,Jul,63.8,59.4,3083772,2867609,216163,7,Missouri,0
2020-08-01,2020,Aug,63.6,59.6,3074580,2878044,196536,6.4,Missouri,0
2020-09-01,2020,Sep,63.5,59.7,3071174,2887628,183546,6,Missouri,0
2020-10-01,2020,Oct,63.3,59.8,3061264,2893155,168109,5.5,Missouri,0
2020-11-01,2020,Nov,63.2,59.9,3057663,2896684,160979,5.3,Missouri,0
2020-12-01,2020,Dec,63.1,59.9,3055656,2898598,157058,5.1,Missouri,0
2021-01-01,2021,Jan,63.1,59.9,3054179,2901666,152513,5,Missouri,0
2021-02-01,2021,Feb,63.1,60,3056002,2905783,150219,4.9,Missouri,0
2021-03-01,2021,Mar,63.1,60.1,3058949,2911306,147643,4.8,Missouri,0
2021-04-01,2021,Apr,63.2,60.2,3060358,2916274,144084,4.7,Missouri,0
2021-05-01,2021,May,63.1,60.2,3059440,2920460,138980,4.5,Missouri,0
2021-06-01,2021,Jun,63.1,60.3,3059568,2924576,134992,4.4,Missouri,0
2021-07-01,2021,Jul,63,60.3,3059425,2928832,130593,4.3,Missouri,0
2021-08-01,2021,Aug,63,60.4,3060882,2934059,126823,4.1,Missouri,0
2021-09-01,2021,Sep,63,60.5,3062759,2939226,123533,4,Missouri,0
2021-10-01,2021,Oct,63.1,60.6,3066928,2945351,121577,4,Missouri,0
2021-11-01,2021,Nov,63,60.5,3066846,2946335,120511,3.9,Missouri,0
2021-12-01,2021,Dec,63,60.5,3066275,2946150,120125,3.9,Missouri,0
2022-01-01,2022,Jan,63.1,60.7,3075707,2957655,118052,3.8,Missouri,0
2012-01-01,2012,Jan,64.5,58.6,1988854,1808723,180131,9.1,Oregon,0
2012-02-01,2012,Feb,64.3,58.5,1984596,1806253,178343,9,Oregon,0
2012-03-01,2012,Mar,64.1,58.4,1980071,1802745,177326,9,Oregon,0
2012-04-01,2012,Apr,63.9,58.2,1975219,1798555,176664,8.9,Oregon,0
2012-05-01,2012,May,63.7,58,1970481,1794592,175889,8.9,Oregon,0
2012-06-01,2012,Jun,63.5,57.9,1966171,1791433,174738,8.9,Oregon,0
2012-07-01,2012,Jul,63.3,57.7,1962128,1789026,173102,8.8,Oregon,0
2012-08-01,2012,Aug,63.1,57.6,1958250,1786947,171303,8.7,Oregon,0
2012-09-01,2012,Sep,63,57.5,1954589,1784773,169816,8.7,Oregon,0
2012-10-01,2012,Oct,62.8,57.4,1950570,1782030,168540,8.6,Oregon,0
2012-11-01,2012,Nov,62.6,57.2,1945807,1778641,167166,8.6,Oregon,0
2012-12-01,2012,Dec,62.4,57,1940426,1775016,165410,8.5,Oregon,0
2013-01-01,2013,Jan,62.1,56.9,1934879,1771649,163230,8.4,Oregon,0
2013-02-01,2013,Feb,62,56.8,1929899,1769268,160631,8.3,Oregon,0
2013-03-01,2013,Mar,61.8,56.7,1926144,1768464,157680,8.2,Oregon,0
2013-04-01,2013,Apr,61.7,56.7,1924158,1769494,154664,8,Oregon,0
2013-05-01,2013,May,61.6,56.8,1923376,1771464,151912,7.9,Oregon,0
2013-06-01,2013,Jun,61.6,56.8,1923051,1773458,149593,7.8,Oregon,0
2013-07-01,2013,Jul,61.5,56.8,1922652,1775086,147566,7.7,Oregon,0
2013-08-01,2013,Aug,61.4,56.8,1921985,1776755,145230,7.6,Oregon,0
2013-09-01,2013,Sep,61.3,56.8,1921524,1778975,142549,7.4,Oregon,0
2013-10-01,2013,Oct,61.3,56.8,1922159,1781810,140349,7.3,Oregon,0
2013-11-01,2013,Nov,61.3,56.9,1924468,1785385,139083,7.2,Oregon,0
2013-12-01,2013,Dec,61.4,56.9,1928211,1789567,138644,7.2,Oregon,0
2014-01-01,2014,Jan,61.4,57,1932624,1794235,138389,7.2,Oregon,0
2014-02-01,2014,Feb,61.5,57.1,1936905,1799250,137655,7.1,Oregon,0
2014-03-01,2014,Mar,61.6,57.3,1940643,1804298,136345,7,Oregon,0
2014-04-01,2014,Apr,61.6,57.3,1943538,1808969,134569,6.9,Oregon,0
2014-05-01,2014,May,61.6,57.4,1945984,1813583,132401,6.8,Oregon,0
2014-06-01,2014,Jun,61.7,57.5,1948765,1818552,130213,6.7,Oregon,0
2014-07-01,2014,Jul,61.7,57.6,1951938,1823499,128439,6.6,Oregon,0
